name,latitude,longitude
47NLF,4.930214919900034,97.69135786619566
47NLG,5.669141983366327,97.68951000053482
47NMA,0.408199037206582,98.59434149659566
47NMB,1.3130743309430923,98.59424587830776
47NMC,2.217400217323666,98.5940497571038
47NMD,3.122257784567245,98.59375265583661
47NME,4.027099689347346,98.59335429518951
47NMF,4.931378642179574,98.59285451192497
47NMG,5.669772224857609,98.59227975839035
47NNA,0.4081941126916811,99.49318673360774
47NNB,1.3130584890910537,99.49330298134927
47NNC,2.2173734563849323,99.49354141487404
47NND,3.1222200856310525,99.4939026153436
47NNE,4.027051034336529,99.49438692208848
47NNF,4.931319014102247,99.4949945329458
47NNG,5.669739931891849,99.49569330954647
47NPA,0.4080880813202634,100.3919097910199
47NPB,1.3127173607637292,100.3922377623488
47NPC,2.2167972113133354,100.39291045688738
47NPD,3.1214083087616995,100.39392951243812
47NPE,4.026003339559676,100.39529588722618
47NPF,4.93003504517028,100.39701013807958
47NPG,5.669044567945728,100.39898286639699
47NQA,0.40788122812457844,101.28974937280508
47NQB,1.3120518636308744,101.29028853631542
47NQC,2.2156730308294055,101.29139440354486
47NQD,3.1198246367309266,101.2930696638578
47NQE,4.02395942484037,101.29531588878741
47NQF,4.927530191673431,101.29813399215044
47NQG,5.66768801145898,101.30138111060944
47NRA,0.4075735581409514,102.18756132687831
47NRB,1.3110620172940914,102.18831114730342
47NRC,2.2140009500186717,102.18984908543966
47NRD,3.1174691211061116,102.19217887870647
47NRE,4.020919357806224,102.19530270877529
47NRF,4.9238045414673985,102.1992218378677
47NRG,5.665670321695398,102.20374613166068
48LTN,-10.923445645111668,102.75338514503981
48LTP,-10.439415685675414,102.7609265689168
48LTQ,-9.535482193064365,102.76710223672474
48LTR,-8.632040549069913,102.77269116396776
48LUN,-10.926105664562435,103.66980004128561
48LUP,-10.44451492114366,103.67434159596503
48LUQ,-9.540131565239705,103.6780003505398
48LUR,-8.63624259336398,103.68131147506621
48LVN,-10.927402746870907,104.58613338576127
48LVP,-10.44700091788858,104.58755870415746
48LVQ,-9.542398238974709,104.58869738826746
48LVR,-8.638291180140742,104.58972787976792
48LWN,-10.927336281548257,105.50316497495012
48LWP,-10.446873538248044,105.50143290201636
48LWQ,-9.5422820969675,105.50004854919791
48LWR,-8.63818621287283,105.49879573083365
48LXN,-10.925905192726304,106.42001638861765
48LXP,-10.444130665989597,106.41517455823123
48LXQ,-9.539781210302776,106.41126893655408
48LXR,-8.635925946797197,106.40773439960859
48LYN,-10.923113950742131,107.33581942928706
48LYP,-10.43877973864213,107.3279945425027
48LYQ,-9.534902349224295,107.32157414582093
48LYR,-8.631516493201827,107.31576373728247
48LZN,-10.918963709457564,108.25137919466438
48LZP,-10.430821045279643,108.24074793212732
48LZQ,-9.527645757509914,108.23181943405903
48LZR,-8.624958055235542,108.22373914846254
48MTA,-4.112070913670844,102.79212021222898
48MTB,-3.2084257196532158,102.7943331503997
48MTC,-2.3042209266084135,102.79599815065338
48MTD,-1.4000037689614284,102.79711577311254
48MTE,-0.4963215233363263,102.79768721661354
48MTS,-7.728010846962185,102.77770714609376
48MTT,-6.823940049571144,102.7821529781835
48MTU,-5.920375251026752,102.78603207660213
48MTV,-5.016236496228378,102.7893539433246
48MUA,-4.114061355701205,103.6928219664735
48MUB,-3.2099777490989174,103.6941329809029
48MUC,-2.305335017226647,103.69511937803628
48MUD,-1.400680449645088,103.69578149112888
48MUE,-0.4965613761931239,103.69612003091508
48MUS,-7.731767330782302,103.68428314853689
48MUT,-6.8272527858893195,103.68691703062883
48MUU,-5.923246097049531,103.68921514965484
48MUV,-5.018666559968779,103.69118313772914
48MVA,-4.1150317327804276,104.59331016679862
48MVB,-3.2107343917394844,104.59371817775887
48MVC,-2.305878156059916,104.59402516168572
48MVD,-1.4010103433261023,104.59423122321557
48MVE,-0.49667830873719077,104.59433658214692
48MVS,-7.733598694810459,104.59065272443684
48MVT,-6.828867811497943,104.59147244062576
48MVU,-5.924645690265722,104.59218765876133
48MVV,-5.01985126255464,104.59280013325225
48MWA,-4.114982011792866,105.49444057160905
48MWB,-3.210695621909092,105.49394453247673
48MWC,-2.3058503263940837,105.49357131668798
48MWD,-1.4009934402459434,105.49332079834323
48MWE,-0.49667231732853406,105.49319270746955
48MWS,-7.733504857885408,105.49767135256928
48MWT,-6.828785059515811,105.4966747845121
48MWU,-5.924573976992437,105.4958052588654
48MWV,-5.019790559502264,105.49506064375056
48MXA,-4.113911365976569,106.39544724839733
48MXB,-3.2098607959985106,106.39404777310658
48MXC,-2.305251064853015,106.3929948188446
48MXD,-1.4006294583433374,106.39228802959245
48MXE,-0.49654330222572324,106.39192664652388
48MXS,-7.731484259892649,106.40456221682521
48MXT,-6.82700315414492,106.4017506161554
48MXU,-5.923029763915406,106.39929743357875
48MXV,-5.018483442564687,106.39719665643064
48MYA,-4.111822675810255,107.29556471549063
48MYB,-3.208232158350682,107.29326407578436
48MYC,-2.304081982144371,107.29153308954147
48MYD,-1.3999193768605427,107.2903711730458
48MYE,-0.49629161011598283,107.28977708228177
48MYS,-7.727542357994756,107.31054897585817
48MYT,-6.823526901756877,107.30592695643173
48MYU,-5.920017213695192,107.30189412818501
48MYV,-5.01593343093845,107.29844061417153
48MZA,-4.108716011827838,108.1956487516306
48MZB,-3.2058097611055136,108.1924492490214
48MZC,-2.30234311501305,108.19004195686796
48MZD,-1.3988632164732706,108.18842607067278
48MZE,-0.49591724852723384,108.18759986265555
48MZS,-7.721679320626132,108.21648715020447
48MZT,-6.818356441647487,108.21005941718758
48MZU,-5.915536437986157,108.20445102647057
48MZV,-5.01214061413398,108.19964825533317
48NTF,0.4079058122030796,102.79771387001233
48NTG,1.3121309572540214,102.7971952596087
48NTH,2.21580663840437,102.79613154950748
48NTJ,3.1200128543135386,102.79452015135848
48NTK,4.024202341565383,102.79235955322443
48NTL,4.927827890169246,102.78964887680343
48NTM,5.667849236007982,102.7865260090188
48NUF,0.40810293568845996,103.69613582109018
48NUG,1.31276515046499,103.69582858121848
48NUH,2.2168779392572113,103.69519840767904
48NUJ,3.1215220326824484,103.6942437663472
48NUK,4.026150114188378,103.69296376001265
48NUL,4.930214919900034,103.69135786619564
48NUM,5.669141983366327,103.68951000053485
48NVF,0.408199037206582,104.59434149659566
48NVG,1.3130743309430923,104.59424587830772
48NVH,2.217400217323666,104.5940497571038
48NVJ,3.122257784567245,104.59375265583661
48NVK,4.027099689347346,104.5933542951895
48NVL,4.931378642179574,104.59285451192495
48NVM,5.669772224857609,104.59227975839036
48NWF,0.4081941126916811,105.49318673360776
48NWG,1.3130584890910537,105.49330298134927
48NWH,2.2173734563849323,105.49354141487403
48NWJ,3.1222200856310525,105.4939026153436
48NWK,4.027051034336529,105.49438692208847
48NWL,4.931319014102247,105.4949945329458
48NWM,5.669739931891849,105.49569330954645
48NXF,0.4080880813202634,106.39190979101993
48NXG,1.3127173607637292,106.3922377623488
48NXH,2.2167972113133354,106.39291045688738
48NXJ,3.1214083087616995,106.39392951243812
48NXK,4.026003339559676,106.39529588722617
48NXL,4.93003504517028,106.39701013807958
48NXM,5.669044567945728,106.39898286639698
48NYF,0.4078812281245736,107.28974937280508
48NYG,1.3120518636308744,107.29028853631542
48NYH,2.2156730308294055,107.29139440354487
48NYJ,3.1198246367309266,107.2930696638578
48NYK,4.02395942484037,107.29531588878741
48NYL,4.927530191673431,107.29813399215044
48NYM,5.66768801145898,107.30138111060944
48NZF,0.4075735581409514,108.18756132687832
48NZG,1.3110620172940914,108.18831114730342
48NZH,2.2140009500186717,108.18984908543966
48NZJ,3.117469121106107,108.1921788787065
48NZK,4.020919357806224,108.1953027087753
48NZL,4.9238045414673985,108.1992218378677
48NZM,5.665670321695398,108.20374613166068
49LBH,-10.923445645111668,108.7533851450398
49LBJ,-10.439415685675414,108.76092656891682
49LBK,-9.535482193064365,108.76710223672474
49LBL,-8.632040549069913,108.77269116396776
49LCH,-10.926105664562435,109.66980004128563
49LCJ,-10.44451492114366,109.67434159596502
49LCK,-9.540131565239705,109.6780003505398
49LCL,-8.63624259336398,109.68131147506622
49LDH,-10.927402746870907,110.58613338576127
49LDJ,-10.44700091788858,110.58755870415749
49LDK,-9.542398238974709,110.58869738826746
49LDL,-8.638291180140742,110.58972787976792
49LEH,-10.927336281548259,111.50316497495014
49LEJ,-10.446873538248047,111.50143290201635
49LEK,-9.542282096967497,111.5000485491979
49LEL,-8.63818621287283,111.49879573083363
49LFH,-10.925905192726303,112.42001638861768
49LFJ,-10.444130665989608,112.41517455823124
49LFK,-9.539781210385385,112.41126893680484
49LFL,-8.635925946797192,112.40773439960857
49LGH,-10.923113950742131,113.33581942928707
49LGJ,-10.43877973864214,113.32799454250272
49LGK,-9.534902349224291,113.32157414582092
49LGL,-8.631516493201833,113.31576373728248
49LHH,-10.918963709457563,114.25137919466441
49LHJ,-10.430821045279634,114.24074793212729
49LHK,-9.527645757509925,114.231819434059
49LHL,-8.624958055235554,114.22373914846251
49MBM,-7.728010846962185,108.77770714609376
49MBN,-6.823940049571144,108.78215297818352
49MBP,-5.920375251026752,108.78603207660211
49MBQ,-5.016236496228378,108.7893539433246
49MBR,-4.112070913670844,108.79212021222898
49MBS,-3.2084257196532158,108.7943331503997
49MBT,-2.3042209266084135,108.79599815065339
49MBU,-1.4000037689614284,108.79711577311254
49MBV,-0.4963215233363263,108.79768721661354
49MCM,-7.731767330782302,109.6842831485369
49MCN,-6.8272527858893195,109.68691703062882
49MCP,-5.923246097049531,109.68921514965483
49MCQ,-5.018666559968779,109.69118313772913
49MCR,-4.114061355701205,109.69282196647349
49MCS,-3.2099777490989174,109.6941329809029
49MCT,-2.305335017226647,109.69511937803627
49MCU,-1.400680449645088,109.6957814911289
49MCV,-0.4965613761931239,109.69612003091508
49MDM,-7.733598694810459,110.59065272443684
49MDN,-6.828867811497943,110.59147244062578
49MDP,-5.924645690265722,110.59218765876133
49MDQ,-5.01985126255464,110.59280013325225
49MDR,-4.1150317327804276,110.5933101667986
49MDS,-3.2107343917394844,110.59371817775887
49MDT,-2.3058781560599204,110.59402516168574
49MDU,-1.4010103433261023,110.59423122321557
49MDV,-0.49667830873719077,110.59433658214692
49MEM,-7.733504857885408,111.49767135256928
49MEN,-6.828785059515811,111.49667478451208
49MEP,-5.924573976992437,111.49580525886542
49MEQ,-5.019790559502264,111.49506064375058
49MER,-4.114982011792866,111.49444057160906
49MES,-3.210695621909092,111.49394453247672
49MET,-2.3058503263940837,111.49357131668798
49MEU,-1.4009934402459434,111.49332079834322
49MEV,-0.49667231732853406,111.49319270746953
49MFM,-7.731484259892649,112.40456221682521
49MFN,-6.827003154144916,112.4017506161554
49MFP,-5.9230297639153955,112.39929743357877
49MFQ,-5.0184834425646825,112.39719665643064
49MFR,-4.11391136597656,112.39544724839736
49MFS,-3.2098607959985106,112.39404777310659
49MFT,-2.30525106485302,112.39299481884461
49MFU,-1.4006294583433279,112.39228802959244
49MFV,-0.49654330222571846,112.39192664652386
49MGM,-7.727542357994766,113.31054897585821
49MGN,-6.823526901756877,113.30592695643172
49MGP,-5.920017213695186,113.30189412818501
49MGQ,-5.01593343093845,113.29844061417154
49MGR,-4.1118226758102505,113.29556471549063
49MGS,-3.2082321583506723,113.29326407578439
49MGT,-2.304081982144376,113.29153308954147
49MGU,-1.3999193768605422,113.29037117304578
49MGV,-0.4962916101159781,113.28977708228179
49MHM,-7.7216793206261265,114.21648715020446
49MHN,-6.8183564417307165,114.2100594174387
49MHP,-5.9155364379861535,114.20445102647054
49MHQ,-5.012140614133975,114.19964825533322
49MHR,-4.108716011827832,114.19564875163056
49MHS,-3.205809761105509,114.19244924902141
49MHT,-2.3023431150130547,114.190041956868
49MHU,-1.3988632164732566,114.1884260706728
49MHV,-0.4959172485272386,114.1875998626555
49NBA,0.4079058122030796,108.79771387001232
49NBB,1.3121309572540214,108.7971952596087
49NBC,2.21580663840437,108.79613154950748
49NBD,3.1200128543135386,108.79452015135847
49NBE,4.024202341565383,108.79235955322443
49NBF,4.927827890169246,108.78964887680341
49NBG,5.667849236007982,108.7865260090188
49NCA,0.40810293568845996,109.69613582109018
49NCB,1.31276515046499,109.69582858121849
49NCC,2.2168779392572113,109.69519840767902
49NCD,3.1215220326824484,109.69424376634718
49NCE,4.026150114188378,109.69296376001263
49NCF,4.930214919900034,109.69135786619564
49NCG,5.669141983366327,109.68951000053482
49NDA,0.408199037206582,110.59434149659567
49NDB,1.3130743309430923,110.59424587830773
49NDC,2.217400217323666,110.5940497571038
49NDD,3.122257784567245,110.59375265583662
49NDE,4.027099689347346,110.5933542951895
49NDF,4.931378642179574,110.59285451192497
49NDG,5.669772224857609,110.59227975839036
49NEA,0.4081941126916811,111.49318673360776
49NEB,1.3130584890910537,111.49330298134929
49NEC,2.2173734563849323,111.49354141487404
49NED,3.1222200856310525,111.49390261534359
49NEE,4.027051034336529,111.49438692208845
49NEF,4.931319014102247,111.4949945329458
49NEG,5.669739931891849,111.49569330954644
49NFA,0.4080880813202681,112.39190979101993
49NFB,1.312717360763734,112.39223776234881
49NFC,2.21679721131334,112.39291045688738
49NFD,3.1214083087616946,112.39392951243815
49NFE,4.02600333955968,112.39529588722614
49NFF,4.93003504517028,112.39701013807961
49NFG,5.66904456794573,112.39898286639698
49NGA,0.40788122812457844,113.28974937280509
49NGB,1.3120518636308602,113.29028853631546
49NGC,2.2156730308294104,113.29139440354486
49NGD,3.119824636730912,113.29306966385779
49NGE,4.023959424840369,113.29531588878744
49NGF,4.927530191757037,113.29813399240098
49NGG,5.667688011458983,113.30138111060943
49NHA,0.4075735581409372,114.18756132687832
49NHB,1.311062017294101,114.18831114730342
49NHC,2.2140009500186717,114.18984908543968
49NHD,3.117469121106107,114.19217887870646
49NHE,4.0209193578062195,114.19530270877536
49NHF,4.923804541467413,114.19922183786768
49NHG,5.6656703216954,114.20374613166065
50LKN,-10.923445645111668,114.75338514503977
50LKP,-10.43941568567542,114.76092656891684
50LKQ,-9.535482193064366,114.76710223672474
50LKR,-8.632040549069915,114.77269116396774
50LLN,-10.926105664562431,115.66980004128563
50LLP,-10.44451492114366,115.67434159596503
50LLQ,-9.54013156523971,115.67800035053979
50LLR,-8.636242593363985,115.6813114750662
50LMN,-10.927402746870907,116.58613338576124
50LMP,-10.447000917888579,116.58755870415749
50LMQ,-9.5423982389747,116.58869738826748
50LMR,-8.638291180140742,116.58972787976792
50LNN,-10.927336281548257,117.50316497495018
50LNP,-10.446873538248045,117.5014329020164
50LNQ,-9.542282096967497,117.5000485491979
50LNR,-8.638186212872823,117.49879573083366
50LPN,-10.925905192726304,118.42001638861764
50LPP,-10.444130665989606,118.41517455823127
50LPQ,-9.53978121038539,118.41126893680483
50LPR,-8.635925946797203,118.40773439960857
50LQN,-10.923113950742131,119.33581942928707
50LQP,-10.43877973864214,119.32799454250272
50LQQ,-9.534902349224291,119.32157414582093
50LQR,-8.631516493201833,119.3157637372825
50LRN,-10.918963709457563,120.25137919466441
50LRP,-10.430821045279634,120.2407479321273
50LRQ,-9.527645757509925,120.231819434059
50LRR,-8.624958055235554,120.22373914846251
50MKA,-4.112070913670835,114.79212021222902
50MKB,-3.2084257196532118,114.79433315039965
50MKC,-2.3042209266084184,114.79599815065338
50MKD,-1.4000037689614284,114.79711577311254
50MKE,-0.4963215233363263,114.79768721661358
50MKS,-7.728010846962185,114.77770714609372
50MKT,-6.823940049487918,114.78215297843431
50MKU,-5.920375251110084,114.78603207685154
50MKV,-5.016236496228372,114.7893539433246
50MLA,-4.114061355701192,115.6928219664735
50MLB,-3.2099777490989125,115.69413298090288
50MLC,-2.305335017226647,115.69511937803628
50MLD,-1.400680449645083,115.69578149112888
50MLE,-0.49656137619312396,115.69612003091507
50MLS,-7.731767330865302,115.68428314878646
50MLT,-6.827252785889329,115.68691703062883
50MLU,-5.923246097049537,115.68921514965484
50MLV,-5.018666559968785,115.69118313772913
50MMA,-4.1150317327804276,116.59331016679864
50MMB,-3.210734391739475,116.59371817775887
50MMC,-2.3058781560599213,116.59402516168578
50MMD,-1.401010343326107,116.59423122321559
50MME,-0.496678308653304,116.59433658239693
50MMS,-7.733598694810454,116.59065272443681
50MMT,-6.828867811497951,116.59147244062575
50MMU,-5.9246456902657165,116.59218765876133
50MMV,-5.019851262554622,116.59280013325227
50MNA,-4.114982011792861,117.49444057160905
50MNB,-3.2106956219091014,117.49394453247669
50MNC,-2.3058503263940886,117.49357131668799
50MND,-1.4009934402459432,117.49332079834323
50MNE,-0.49667231741241025,117.49319270771959
50MNS,-7.733504857885407,117.49767135256928
50MNT,-6.82878505951581,117.49667478451207
50MNU,-5.92457397699244,117.49580525886537
50MNV,-5.019790559502268,117.49506064375055
50MPA,-4.113911365976574,118.39544724839737
50MPB,-3.209860795998511,118.39404777310656
50MPC,-2.3052510648530102,118.3929948188446
50MPD,-1.4006294583433325,118.39228802959244
50MPE,-0.49654330222571375,118.39192664652388
50MPS,-7.7314842598926505,118.40456221682524
50MPT,-6.82700315414492,118.40175061615541
50MPU,-5.9230297639153955,118.39929743357877
50MPV,-5.018483442564682,118.3971966564306
50MQA,-4.1118226758102505,119.29556471549063
50MQB,-3.2082321583506723,119.29326407578438
50MQC,-2.304081982144376,119.29153308954146
50MQD,-1.399919376860533,119.2903711730458
50MQE,-0.4962916101159781,119.28977708228179
50MQS,-7.727542357994766,119.31054897585821
50MQT,-6.823526901756877,119.30592695643172
50MQU,-5.920017213695186,119.301894128185
50MQV,-5.01593343093845,119.29844061417154
50MRA,-4.108716011827832,120.19564875163059
50MRB,-3.205809761105509,120.1924492490214
50MRC,-2.3023431150130547,120.190041956868
50MRD,-1.3988632164732566,120.1884260706728
50MRE,-0.4959172485272386,120.18759986265553
50MRS,-7.7216793206261265,120.21648715020447
50MRT,-6.8183564417307165,120.2100594174387
50MRU,-5.9155364379861535,120.20445102647052
50MRV,-5.012140614133975,120.19964825533323
50NKF,0.40790581220307476,114.79771387001234
50NKG,1.3121309572540214,114.79719525960873
50NKH,2.215806638404375,114.79613154950746
50NKJ,3.1200128543135293,114.79452015135847
50NKK,4.024202341565383,114.79235955322443
50NKL,4.927827890169246,114.78964887680343
50NKM,5.667849236007985,114.7865260090188
50NLF,0.40810293577237317,115.69613582134014
50NLG,1.3127651504649807,115.69582858121848
50NLH,2.216877939257216,115.69519840767904
50NLJ,3.1215220326824533,115.69424376634723
50NLK,4.026150114188373,115.69296376001266
50NLL,4.930214919900034,115.69135786619563
50NLM,5.669141983366335,115.68951000053484
50NMF,0.4081990371227001,116.59434149684569
50NMG,1.3130743309430923,116.59424587830773
50NMH,2.2174002173236618,116.59404975710382
50NMJ,3.12225778456724,116.59375265583661
50NMK,4.027099689263622,116.59335429543955
50NML,4.931378642179574,116.59285451192495
50NMM,5.669772224820647,116.59227975872412
50NNF,0.4081941126916811,117.49318673360776
50NNG,1.313058489091054,117.49330298134932
50NNH,2.2173734563849323,117.49354141487403
50NNJ,3.1222200856310622,117.49390261534361
50NNK,4.0270510343365435,117.49438692208848
50NNL,4.931319014102246,117.49499453294577
50NNM,5.669739931891849,117.49569330954644
50NPF,0.40808808132027286,118.39190979101993
50NPG,1.312717360763734,118.3922377623488
50NPH,2.2167972113133496,118.39291045688735
50NPJ,3.1214083087616946,118.39392951243813
50NPK,4.026003339559676,118.39529588722614
50NPL,4.93003504517028,118.39701013807962
50NPM,5.669044567945733,118.39898286639698
50NQF,0.40788122812457844,119.28974937280509
50NQG,1.3120518636308602,119.29028853631544
50NQH,2.2156730308294104,119.29139440354487
50NQJ,3.119824636730912,119.29306966385776
50NQK,4.023959424840369,119.29531588878744
50NQL,4.927530191757037,119.29813399240098
50NQM,5.667688011458983,119.30138111060943
50NRF,0.4075735581409372,120.18756132687831
50NRG,1.311062017294101,120.18831114730342
50NRH,2.2140009500186717,120.18984908543968
50NRJ,3.117469121106107,120.19217887870646
50NRK,4.0209193578062195,120.19530270877537
50NRL,4.923804541467413,120.19922183786767
50NRM,5.6656703216954,120.20374613166067
51LTH,-10.923445645111668,120.75338514503977
51LTJ,-10.43941568567542,120.76092656891682
51LTK,-9.535482193064366,120.76710223672475
51LTL,-8.632040549069915,120.77269116396772
51LUH,-10.926105664562431,121.66980004128563
51LUJ,-10.44451492114366,121.67434159596502
51LUK,-9.54013156523971,121.67800035053982
51LUL,-8.636242593363985,121.6813114750662
51LVH,-10.927402746870907,122.58613338576126
51LVJ,-10.447000917888579,122.5875587041575
51LVK,-9.5423982389747,122.58869738826749
51LVL,-8.638291180140742,122.58972787976793
51LWH,-10.927336281548257,123.50316497495017
51LWJ,-10.446873538248045,123.5014329020164
51LWK,-9.542282096967497,123.50004854919788
51LWL,-8.638186212872823,123.49879573083368
51LXH,-10.925905192726304,124.42001638861765
51LXJ,-10.444130665989606,124.41517455823127
51LXK,-9.53978121038539,124.41126893680483
51LXL,-8.635925946797203,124.40773439960854
51LYH,-10.923113950742131,125.33581942928704
51LYJ,-10.43877973864214,125.32799454250274
51LYK,-9.534902349224291,125.32157414582092
51LYL,-8.631516493201833,125.31576373728248
51LZH,-10.918963709457563,126.25137919466441
51LZJ,-10.430821045279634,126.24074793212729
51LZK,-9.527645757509925,126.23181943405899
51LZL,-8.624958055235554,126.22373914846253
51MTM,-7.728010846962185,120.7777071460937
51MTN,-6.823940049487918,120.78215297843433
51MTP,-5.920375251110084,120.78603207685153
51MTQ,-5.016236496228372,120.7893539433246
51MTR,-4.112070913670835,120.79212021222901
